Row No,Brand,Laptop Type,Inches,Ram,Memory,Operating System,Weight(In Grams),Price,Touch Screen,IPS,Retina,Width,Height,Maximum Display Resolution,Menory,Primary Storage,Secondary Storage,Primary Storage Type,Secondary Storage Type,Clock Speed,Processor Brand,Processor Model,GPU Brand,GPU Model
697,Dell,Notebook,15.6,8GB,256GB SSD,Windows 10,1900.0,62817.0,No,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.6GHz,Intel,Core i5 7300U,Intel,HD Graphics 620
698,Lenovo,Notebook,15.6,4GB,500GB HDD,Windows 10,2200.0,15877.0,No,No,No,1366.0,768.0,HD / HD+,500GB HDD,500GB HDD,Not Available,HDD,Not Available,2GHz,AMD,A6-Series 7310,AMD,Radeon R4
699,Mediacom,Notebook,14,4GB,32GB HDD,Windows 10,1400.0,14119.0,No,Yes,No,1920.0,1200.0,Full HD (FHD),32GB HDD,32GB HDD,Not Available,HDD,Not Available,1.92GHz,Intel,Atom Z8350,Intel,HD Graphics 400
700,HP,Notebook,17.3,8GB,256GB SSD,Windows 10,2600.0,63936.0,No,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.7GHz,Intel,Core i7 7500U,Nvidia,GeForce 930MX
701,Lenovo,Ultrabook,14,64GB,512GB SSD,Windows 10,1200.0,89864.0,No,Yes,No,2560.0,1440.0,HD / HD+,512GB SSD,512GB SSD,Not Available,SSD,Not Available,2.5GHz,Intel,Core i7 6500U,Intel,HD Graphics 520
702,HP,2 in 1 Convertible,13.3,8GB,256GB SSD,Windows 10,1600.0,44574.0,Yes,Yes,No,1366.0,768.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.5GHz,Intel,Core i5 7200U,Intel,HD Graphics 620
703,Lenovo,Ultrabook,14,8GB,256GB SSD,Windows 10,1300.0,79867.0,No,Yes,No,1920.0,1080.0,HD / HD+,256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.5GHz,Intel,Core i5 7200U,Intel,HD Graphics 620
704,Dell,Gaming,17.3,32GB,1TB SSD +  1TB HDD,Windows 10,4400.0,194973.0,No,No,No,3840.0,2160.0,Full HD (FHD),1TB SSD +  1TB HDD,1TB SSD,1TB HDD,SSD,HDD,2.8GHz,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1070
705,MSI,Gaming,17.3,8GB,128GB SSD +  1TB HDD,Windows 10,2700.0,71847.0,No,No,No,1920.0,1080.0,Full HD (FHD),128GB SSD +  1TB HDD,128GB SSD,1TB HDD,SSD,HDD,2.8GHz,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050 Ti
706,Lenovo,Notebook,15.6,4GB,1TB HDD,No OS,1900.0,26102.0,No,No,No,1366.0,768.0,Full HD (FHD),1TB HDD,1TB HDD,Not Available,HDD,Not Available,2.5GHz,Intel,Core i5 7200U,Intel,HD Graphics 620
707,Dell,2 in 1 Convertible,13.3,4GB,1TB HDD,Windows 10,1700.0,34579.0,Yes,No,No,1920.0,1080.0,Full HD (FHD),1TB HDD,1TB HDD,Not Available,HDD,Not Available,2.4GHz,Intel,Core i3 7100U,Intel,HD Graphics 620
708,Dell,Notebook,15.6,8GB,1TB HDD,Linux,2300.0,31410.0,No,No,No,1366.0,768.0,Full HD (FHD),1TB HDD,1TB HDD,Not Available,HDD,Not Available,2.5GHz,Intel,Core i5 7200U,AMD,Radeon R7 M445
709,HP,Notebook,15.6,4GB,1TB HDD,Windows 10,2100.0,26054.0,No,No,No,1920.0,1080.0,HD / HD+,1TB HDD,1TB HDD,Not Available,HDD,Not Available,3GHz,AMD,A9-Series 9420,AMD,Radeon 520
710,Acer,Gaming,17.3,16GB,128GB SSD +  1TB HDD,Windows 10,4200.0,103097.0,No,Yes,No,1920.0,1080.0,Full HD (FHD),128GB SSD +  1TB HDD,128GB SSD,1TB HDD,SSD,HDD,2.6GHz,Intel,Core i7 6700HQ,Nvidia,GeForce GTX 1060
711,Dell,Notebook,15.6,12GB,1TB HDD,Windows 10,2200.0,34579.0,No,No,No,1366.0,768.0,HD / HD+,1TB HDD,1TB HDD,Not Available,HDD,Not Available,2.5GHz,Intel,Core i5 7200U,Intel,HD Graphics 620
712,HP,Notebook,15.6,6GB,128GB SSD +  1TB HDD,Windows 10,2100.0,34632.0,No,No,No,1920.0,1080.0,Full HD (FHD),128GB SSD +  1TB HDD,128GB SSD,1TB HDD,SSD,HDD,3GHz,AMD,A9-Series A9-9420,AMD,Radeon 520
713,Acer,Notebook,15.6,4GB,500GB HDD,Windows 10,2400.0,29784.0,No,No,No,1366.0,768.0,Full HD (FHD),500GB HDD,500GB HDD,Not Available,HDD,Not Available,2.5GHz,Intel,Core i5 7200U,Intel,HD Graphics 620
714,Lenovo,Notebook,13.3,8GB,256GB SSD,Windows 10,1400.0,51149.0,No,Yes,No,1920.0,1080.0,4K Ultra HD (UHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.5GHz,Intel,Core i5 7200U,Intel,HD Graphics 620
715,Lenovo,Notebook,15.6,4GB,1TB HDD,Windows 10,1800.0,41505.0,No,No,No,1920.0,1080.0,HD / HD+,1TB HDD,1TB HDD,Not Available,HDD,Not Available,2.7GHz,Intel,Core i7 7500U,Intel,HD Graphics 620
716,HP,Workstation,15.6,16GB,256GB SSD,Windows 10,2600.0,128884.0,No,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.8GHz,Intel,Core i7 7700HQ,Nvidia,Quadro M2200
717,Dell,2 in 1 Convertible,13.3,8GB,1TB HDD,Windows 10,1600.0,35112.0,Yes,No,No,1920.0,1080.0,HD / HD+,1TB HDD,1TB HDD,Not Available,HDD,Not Available,1.6GHz,Intel,Core i5 8250U,Intel,UHD Graphics 620
718,MSI,Gaming,15.6,16GB,256GB SSD +  1TB HDD,Windows 10,1800.0,111594.0,No,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD +  1TB HDD,256GB SSD,1TB HDD,SSD,HDD,2.8GHz,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1060
719,Acer,Notebook,15.6,4GB,500GB HDD,Windows 10,2400.0,21887.0,No,No,No,1366.0,768.0,HD / HD+,500GB HDD,500GB HDD,Not Available,HDD,Not Available,2GHz,Intel,Core i3 6006U,Intel,HD Graphics 520
720,Dell,Notebook,15.6,8GB,128GB SSD +  1TB HDD,Windows 10,2000.0,64309.0,No,No,No,1920.0,1080.0,Full HD (FHD),128GB SSD +  1TB HDD,128GB SSD,1TB HDD,SSD,HDD,2.7GHz,Intel,Core i7 7500U,Nvidia,GeForce 940MX
721,Dell,Notebook,15.6,8GB,256GB SSD,Windows 10,2000.0,35431.0,No,No,No,1366.0,768.0,HD / HD+,256GB SSD,256GB SSD,Not Available,SSD,Not Available,2GHz,Intel,Core i3 6006U,Intel,HD Graphics 520
722,Toshiba,Notebook,14,8GB,256GB SSD,Windows 10,1200.0,81785.0,Yes,Yes,No,1920.0,1080.0,HD / HD+,256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.5GHz,Intel,Core i5 7200U,Intel,HD Graphics 620
723,Lenovo,2 in 1 Convertible,14,8GB,256GB SSD,Windows 10,1700.0,53227.0,Yes,No,No,1920.0,1080.0,Quad HD+ (QHD+),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.5GHz,Intel,Core i5 7200U,Intel,HD Graphics 620
724,Lenovo,Workstation,15.6,16GB,1TB SSD,Windows 10,2500.0,175771.0,No,Yes,No,3840.0,2160.0,Full HD (FHD),1TB SSD,1TB SSD,Not Available,SSD,Not Available,2.8GHz,Intel,Core i7 7600U,Nvidia,Quadro M520M
725,Acer,Notebook,14,2GB,32GB Flash Storage,Chrome OS,1700.0,17582.0,No,No,No,1366.0,768.0,Full HD (FHD),32GB Flash Storage,32GB Flash Storage,Not Available,Flash,Not Available,1.6GHz,Intel,Celeron Dual Core N3060,Intel,HD Graphics 400
726,Samsung,Ultrabook,13.3,16GB,256GB SSD,Windows 10,800.0,87859.0,No,No,No,1920.0,1080.0,4K Ultra HD (UHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.7GHz,Intel,Core i7 7500U,Intel,HD Graphics 620
727,Dell,Notebook,14,8GB,256GB SSD,Windows 10,1600.0,60031.0,No,No,No,1366.0,768.0,HD / HD+,256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.5GHz,Intel,Core i5 7200U,Intel,HD Graphics 620
728,HP,Workstation,17.3,16GB,256GB SSD,Windows 7,3000.0,233846.0,No,Yes,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.9GHz,Intel,Xeon E3-1535M v5,Nvidia,Quadro M2000M
729,Lenovo,Netbook,11.6,4GB,128GB SSD,Windows 10,1400.0,25308.0,Yes,No,No,1366.0,768.0,Full HD (FHD),128GB SSD,128GB SSD,Not Available,SSD,Not Available,1.6GHz,Intel,Celeron Dual Core N3060,Intel,HD Graphics 400
730,HP,Notebook,15.6,8GB,256GB SSD,Windows 10,1800.0,101232.0,No,No,No,1920.0,1080.0,Quad HD+ (QHD+),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.4GHz,Intel,Core i5 6300U,Intel,HD Graphics 520
731,Asus,Notebook,15.6,4GB,1TB HDD,No OS,2400.0,30849.0,No,No,No,1366.0,768.0,Quad HD+ (QHD+),1TB HDD,1TB HDD,Not Available,HDD,Not Available,2.3GHz,Intel,Core i5 6300HQ,Nvidia,GeForce GTX 950M
732,Asus,Notebook,15.6,4GB,256GB SSD,Windows 10,2400.0,45283.0,No,No,No,1366.0,768.0,HD / HD+,256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.7GHz,Intel,Core i7 7500U,Intel,HD Graphics 620
733,Lenovo,2 in 1 Convertible,13.3,8GB,256GB SSD,Windows 10,1300.0,63883.0,Yes,Yes,No,3200.0,1800.0,HD / HD+,256GB SSD,256GB SSD,Not Available,SSD,Not Available,1.8GHz,Intel,Core i5 6260U,Intel,HD Graphics 540
734,HP,Notebook,15.6,8GB,128GB SSD +  1TB HDD,Windows 10,2200.0,58555.0,No,Yes,No,1920.0,1080.0,HD / HD+,128GB SSD +  1TB HDD,128GB SSD,1TB HDD,SSD,HDD,2.5GHz,Intel,Core i5 7300HQ,Nvidia,GeForce GTX 1050
735,HP,Workstation,15.6,8GB,256GB SSD,Windows 7,2600.0,83170.0,No,No,No,1920.0,1080.0,4K Ultra HD (UHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.6GHz,Intel,Core i7 6700HQ,Nvidia,Quadro M1000M
736,Dell,Gaming,15.6,16GB,256GB SSD +  1TB HDD,Windows 10,4400.0,152860.0,No,Yes,No,3840.0,2160.0,Full HD (FHD),256GB SSD +  1TB HDD,256GB SSD,1TB HDD,SSD,HDD,2.8GHz,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1070
737,Acer,Notebook,15.6,4GB,256GB SSD,Windows 10,2100.0,31915.0,No,No,No,1366.0,768.0,HD / HD+,256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.5GHz,Intel,Core i5 7200U,Intel,HD Graphics 620
738,Lenovo,Gaming,15.6,8GB,128GB SSD +  1TB HDD,Windows 10,2500.0,55837.0,No,Yes,No,1920.0,1080.0,Full HD (FHD),128GB SSD +  1TB HDD,128GB SSD,1TB HDD,SSD,HDD,2.8GHz,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050
739,Dell,Ultrabook,12.5,16GB,256GB SSD,Windows 10,1200.0,99048.0,No,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.8GHz,Intel,Core i7 7600U,Intel,HD Graphics 620
740,Google,Ultrabook,12.3,8GB,256GB SSD,Chrome OS,1100.0,83064.0,Yes,No,No,2400.0,1600.0,HD / HD+,256GB SSD,256GB SSD,Not Available,SSD,Not Available,1.2GHz,Intel,Core i5 7Y57,Intel,HD Graphics 615
741,Asus,Ultrabook,13.3,8GB,256GB SSD,Windows 10,1200.0,60153.0,No,Yes,No,3200.0,1800.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.5GHz,Intel,Core i5 7200U,Intel,HD Graphics 620
742,Dell,Notebook,13.3,4GB,500GB HDD,Windows 10,1600.0,45235.0,No,No,No,1366.0,768.0,Full HD (FHD),500GB HDD,500GB HDD,Not Available,HDD,Not Available,2GHz,Intel,Core i3 6006U,Intel,HD Graphics 520
743,Acer,Notebook,13.3,4GB,128GB SSD,Windows 10,1600.0,34898.0,No,No,No,1366.0,768.0,4K Ultra HD (UHD),128GB SSD,128GB SSD,Not Available,SSD,Not Available,2.3GHz,Intel,Core i5 6200U,Intel,HD Graphics 520
744,Asus,Notebook,17.3,4GB,1TB HDD,Windows 10,2800.0,25060.0,No,No,No,1366.0,768.0,Full HD (FHD),1TB HDD,1TB HDD,Not Available,HDD,Not Available,1.1GHz,Intel,Pentium Quad Core N4200,Nvidia,GeForce 920MX
745,Dell,Gaming,15.6,16GB,128GB SSD +  1TB HDD,Windows 10,2700.0,58555.0,Yes,Yes,No,3840.0,2160.0,Full HD (FHD),128GB SSD +  1TB HDD,128GB SSD,1TB HDD,SSD,HDD,2.6GHz,Intel,Core i7 6700HQ,Nvidia,GeForce GTX 960M
746,Samsung,Ultrabook,13.3,8GB,256GB SSD,Windows 10,1300.0,85195.0,Yes,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.7GHz,Intel,Core i7 7500U,Intel,HD Graphics 620
747,Acer,Notebook,15.6,4GB,1TB HDD,Linux,2100.0,15877.0,No,No,No,1366.0,768.0,Full HD (FHD),1TB HDD,1TB HDD,Not Available,HDD,Not Available,1.1GHz,Intel,Pentium Quad Core N4200,Intel,HD Graphics 505
748,Dell,Notebook,15.6,16GB,nan,Windows 10,2300.0,62938.0,No,No,No,1920.0,1080.0,Full HD (FHD),,nan,Not Available,Not Available,Not Available,2.7GHz,Intel,Core i7 7500U,AMD,Radeon R7 M445
749,Samsung,2 in 1 Convertible,15,16GB,256GB SSD,Windows 10,1700.0,95851.0,Yes,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.7GHz,Intel,Core i7 7500U,AMD,Radeon 540
750,Toshiba,Notebook,14,4GB,128GB SSD,Windows 10,1800.0,54346.0,No,Yes,No,1366.0,768.0,HD / HD+,128GB SSD,128GB SSD,Not Available,SSD,Not Available,2.3GHz,Intel,Core i5 6200U,Intel,HD Graphics 520
751,Dell,Gaming,15.6,8GB,1TB HDD,Windows 10,2600.0,58555.0,No,No,No,1920.0,1080.0,Full HD (FHD),1TB HDD,1TB HDD,Not Available,HDD,Not Available,2.8GHz,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050
752,Asus,2 in 1 Convertible,15.6,12GB,2TB HDD,Windows 10,2300.0,44702.0,Yes,No,No,1920.0,1080.0,Full HD (FHD),2TB HDD,2TB HDD,Not Available,HDD,Not Available,2.7GHz,Intel,Core i7 7500U,Nvidia,GeForce 940MX
753,Lenovo,Notebook,15.6,16GB,512GB SSD,Windows 7,2500.0,126274.0,No,No,No,3840.0,2160.0,Full HD (FHD),512GB SSD,512GB SSD,Not Available,SSD,Not Available,2.7GHz,Intel,Core i7 6820HQ,Nvidia,Quadro M2000M
754,Acer,Notebook,14,4GB,128GB SSD,Windows 10,1800.0,33886.0,No,Yes,No,1920.0,1080.0,Full HD (FHD),128GB SSD,128GB SSD,Not Available,SSD,Not Available,2.4GHz,Intel,Core i3 7100U,Intel,HD Graphics 620
755,Razer,Gaming,14,16GB,512GB SSD,Windows 10,2000.0,154459.0,No,No,No,1920.0,1080.0,Full HD (FHD),512GB SSD,512GB SSD,Not Available,SSD,Not Available,2.8GHz,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1060
756,Asus,Notebook,15.6,8GB,128GB SSD,Windows 10,2000.0,31004.0,No,No,No,1920.0,1080.0,Full HD (FHD),128GB SSD,128GB SSD,Not Available,SSD,Not Available,1.1GHz,Intel,Pentium Dual Core N4200,Intel,HD Graphics 505
757,Dell,Gaming,17.3,32GB,1TB SSD +  1TB HDD,Windows 10,4400.0,191211.0,No,Yes,No,1920.0,1080.0,Full HD (FHD),1TB SSD +  1TB HDD,1TB SSD,1TB HDD,SSD,HDD,2.8GHz,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1070M
758,Asus,Gaming,17.3,16GB,256GB SSD +  1TB HDD,Windows 10,4300.0,125208.0,No,Yes,No,1920.0,1080.0,Full HD (FHD),256GB SSD +  1TB HDD,256GB SSD,1TB HDD,SSD,HDD,2.6GHz,Intel,Core i7 6700HQ,Nvidia,GeForce GTX 1070
759,Toshiba,Ultrabook,14,16GB,512GB SSD,Windows 10,1500.0,93986.0,No,Yes,No,1920.0,1080.0,Full HD (FHD),512GB SSD,512GB SSD,Not Available,SSD,Not Available,2.6GHz,Intel,Core i7 6600U,Nvidia,GeForce 930M
760,Lenovo,Notebook,15.6,8GB,1TB HDD,No OS,2200.0,17529.0,No,No,No,1366.0,768.0,Full HD (FHD),1TB HDD,1TB HDD,Not Available,HDD,Not Available,1.6GHz,Intel,Celeron Quad Core N3710,Intel,HD Graphics 405
761,Lenovo,Ultrabook,14,16GB,512GB SSD,Windows 10,1700.0,122491.0,No,No,No,1920.0,1080.0,Quad HD+ (QHD+),512GB SSD,512GB SSD,Not Available,SSD,Not Available,2.7GHz,Intel,Core i7 7500U,Intel,HD Graphics 620
762,MSI,Gaming,14,16GB,256GB SSD +  1TB HDD,Windows 10,1600.0,100752.0,No,Yes,No,1920.0,1080.0,Quad HD (QHD),256GB SSD +  1TB HDD,256GB SSD,1TB HDD,SSD,HDD,2.8GHz,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1060
763,MSI,Gaming,15.6,8GB,128GB SSD +  1TB HDD,Windows 10,2200.0,58022.0,No,No,No,1920.0,1080.0,HD / HD+,128GB SSD +  1TB HDD,128GB SSD,1TB HDD,SSD,HDD,2.5GHz,Intel,Core i5 7300HQ,Nvidia,GeForce GTX 1050
764,Lenovo,Gaming,15.6,4GB,1TB HDD,Windows 10,2400.0,53227.0,No,Yes,No,1920.0,1080.0,HD / HD+,1TB HDD,1TB HDD,Not Available,HDD,Not Available,2.8GHz,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050
765,Acer,Gaming,17.3,16GB,256GB SSD +  1TB HDD,Windows 10,4200.0,122491.0,No,Yes,No,1920.0,1080.0,Full HD (FHD),256GB SSD +  1TB HDD,256GB SSD,1TB HDD,SSD,HDD,2.8GHz,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1060
766,Dell,Gaming,15.6,8GB,256GB SSD,Windows 10,2600.0,52481.0,No,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.5GHz,Intel,Core i5 7300HQ,Nvidia,GeForce GTX 1050
767,Asus,Gaming,15.6,8GB,128GB SSD +  1TB HDD,Windows 10,2200.0,71342.0,No,No,No,1920.0,1080.0,Full HD (FHD),128GB SSD +  1TB HDD,128GB SSD,1TB HDD,SSD,HDD,2.8GHz,Intel,Core i7 7700HQ,Nvidia,GeForce GTX1060
768,Vero,Notebook,14,4GB,32GB Flash Storage,Windows 10,1200.0,10811.0,No,No,No,1920.0,1080.0,Full HD (FHD),32GB Flash Storage,32GB Flash Storage,Not Available,Flash,Not Available,1.1GHz,Intel,Celeron Dual Core N3350,Intel,HD Graphics 500
769,Lenovo,2 in 1 Convertible,13.3,8GB,512GB SSD,Windows 10,1400.0,104962.0,Yes,Yes,No,1920.0,1080.0,Full HD (FHD),512GB SSD,512GB SSD,Not Available,SSD,Not Available,2.7GHz,Intel,Core i7 7500U,Intel,HD Graphics 620
770,Lenovo,2 in 1 Convertible,15.6,8GB,256GB SSD,Windows 10,2100.0,51096.0,Yes,No,No,1920.0,1080.0,4K Ultra HD (UHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.5GHz,Intel,Core i5 7200U,AMD,Radeon R7 M460
771,Apple,Ultrabook,12,8GB,512GB Flash Storage,Mac OS X,900.0,62071.0,No,Yes,Yes,2304.0,1440.0,HD / HD+,512GB Flash Storage,512GB Flash Storage,Not Available,Flash,Not Available,1.2GHz,Intel,Core M,Intel,HD Graphics 5300
772,Lenovo,2 in 1 Convertible,14,8GB,256GB SSD,Windows 10,1400.0,124142.0,Yes,Yes,No,2560.0,1440.0,HD / HD+,256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.5GHz,Intel,Core i5 7200U,Intel,HD Graphics 620
773,Asus,Notebook,14,4GB,32GB Flash Storage,Windows 10,1600.0,15931.0,No,No,No,1366.0,768.0,HD / HD+,32GB Flash Storage,32GB Flash Storage,Not Available,Flash,Not Available,1.1GHz,Intel,Celeron Dual Core N3350,Intel,HD Graphics 500
774,Dell,Notebook,15.6,8GB,128GB SSD,Windows 10,2000.0,43157.0,No,No,No,1366.0,768.0,HD / HD+,128GB SSD,128GB SSD,Not Available,SSD,Not Available,2.5GHz,Intel,Core i5 7200U,Intel,HD Graphics 620
775,Lenovo,2 in 1 Convertible,13.9,8GB,256GB SSD,Windows 10,1400.0,71875.0,Yes,Yes,No,1920.0,1080.0,4K Ultra HD (UHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.7GHz,Intel,Core i7 7500U,Intel,HD Graphics 620
776,Dell,Notebook,15.6,8GB,256GB SSD,Windows 10,2000.0,39374.0,No,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2GHz,Intel,Core i3 6006U,AMD,Radeon R5 M420X
777,HP,Workstation,15.6,8GB,256GB SSD,Windows 10,3100.0,110018.0,No,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.8GHz,Intel,Core i7 7700HQ,Nvidia,Quadro M2200
778,Asus,Notebook,15.6,8GB,256GB SSD,Windows 10,2400.0,58555.0,No,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.5GHz,Intel,Core i5 7200U,Intel,HD Graphics 620
779,Dell,Ultrabook,13.3,8GB,256GB SSD,Windows 10,1300.0,79867.0,No,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.5GHz,Intel,Core i5 7200U,Intel,HD Graphics 620
780,Dell,Notebook,15.6,8GB,256GB SSD,Windows 10,2100.0,93187.0,Yes,No,No,3840.0,2160.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.5GHz,Intel,Core i5 7300HQ,Nvidia,GeForce GTX 1050
781,Dell,Netbook,11.6,4GB,128GB SSD,Windows 10,1600.0,39640.0,No,No,No,1366.0,768.0,Full HD (FHD),128GB SSD,128GB SSD,Not Available,SSD,Not Available,1.1GHz,Intel,Pentium Quad Core N4200,Intel,HD Graphics 505
782,HP,Netbook,12.5,8GB,256GB SSD,Windows 10,1300.0,74006.0,No,No,No,1366.0,768.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.6GHz,Intel,Core i5 7300U,Intel,HD Graphics 620
783,Toshiba,Notebook,15.6,4GB,500GB HDD,Windows 10,2100.0,41558.0,No,No,No,1366.0,768.0,4K Ultra HD (UHD),500GB HDD,500GB HDD,Not Available,HDD,Not Available,2.3GHz,Intel,Core i5 6200U,Intel,HD Graphics 520
784,HP,Notebook,15.6,8GB,2TB HDD,Windows 10,2000.0,33513.0,No,No,No,1366.0,768.0,HD / HD+,2TB HDD,2TB HDD,Not Available,HDD,Not Available,2.5GHz,AMD,A12-Series 9700P,AMD,Radeon R7 Graphics
785,Dell,Gaming,15.6,16GB,512GB SSD,Windows 10,2600.0,89457.0,No,No,No,3840.0,2160.0,Full HD (FHD),512GB SSD,512GB SSD,Not Available,SSD,Not Available,2.8GHz,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050 Ti
786,Lenovo,Notebook,15.6,4GB,1TB HDD,Windows 10,2400.0,32448.0,No,No,No,1920.0,1080.0,HD / HD+,1TB HDD,1TB HDD,Not Available,HDD,Not Available,2.5GHz,Intel,Core i5 7200U,Nvidia,GeForce 920M
787,HP,Gaming,17.3,12GB,1TB HDD,Windows 10,3700.0,93187.0,No,Yes,No,1920.0,1080.0,HD / HD+,1TB HDD,1TB HDD,Not Available,HDD,Not Available,2.8GHz,Intel,Core i7 7700HQ,AMD,Radeon RX 580
788,MSI,Gaming,17.3,16GB,512GB SSD +  1TB HDD,Windows 10,2900.0,128671.0,No,No,No,1920.0,1080.0,HD / HD+,512GB SSD +  1TB HDD,512GB SSD,1TB HDD,SSD,HDD,2.8GHz,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1070
789,Samsung,Ultrabook,13.3,8GB,256GB SSD,Windows 10,800.0,79867.0,No,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.5GHz,Intel,Core i5 7200U,Intel,HD Graphics 620
790,Dell,Notebook,15.6,8GB,1TB HDD,Windows 10,2000.0,51202.0,No,No,No,1920.0,1080.0,Full HD (FHD),1TB HDD,1TB HDD,Not Available,HDD,Not Available,2.7GHz,Intel,Core i7 7500U,Nvidia,GeForce GT 940MX
791,Dell,Notebook,15.6,8GB,256GB SSD,Windows 10,2200.0,42081.0,No,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.5GHz,Intel,Core i5 7200U,AMD,Radeon R5 M420
792,Lenovo,Ultrabook,14,8GB,256GB SSD,Windows 10,1300.0,99048.0,No,No,No,1920.0,1080.0,HD / HD+,256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.7GHz,Intel,Core i7 7500U,Intel,HD Graphics 620
793,Razer,Ultrabook,12.5,16GB,512GB SSD,Windows 10,1300.0,95851.0,Yes,Yes,No,3840.0,2160.0,Full HD (FHD),512GB SSD,512GB SSD,Not Available,SSD,Not Available,2.5GHz,Intel,Core i7 7500U,Intel,HD Graphics 620
794,HP,Netbook,11.6,4GB,16GB Flash Storage,Chrome OS,1200.0,20513.0,No,No,No,1366.0,768.0,HD / HD+,16GB Flash Storage,16GB Flash Storage,Not Available,Flash,Not Available,1.6GHz,Intel,Celeron Dual Core N3060,Intel,HD Graphics 400
795,Dell,Gaming,17.3,16GB,128GB SSD +  1TB HDD,Windows 10,4400.0,133467.0,No,Yes,No,1920.0,1080.0,HD / HD+,128GB SSD +  1TB HDD,128GB SSD,1TB HDD,SSD,HDD,2.8GHz,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1060
796,Dell,Notebook,14,4GB,500GB HDD,Windows 10,1800.0,40226.0,No,No,No,1366.0,768.0,Full HD (FHD),500GB HDD,500GB HDD,Not Available,HDD,Not Available,2.3GHz,Intel,Core i5 6200U,Intel,HD Graphics 520
797,Lenovo,Notebook,15.6,4GB,500GB HDD,Windows 10,2100.0,26102.0,No,No,No,1366.0,768.0,4K Ultra HD (UHD),500GB HDD,500GB HDD,Not Available,HDD,Not Available,2GHz,Intel,Core i3 6006U,Intel,HD Graphics 520
798,Toshiba,Ultrabook,14,4GB,128GB SSD,Windows 10,1200.0,58075.0,No,No,No,1366.0,768.0,Quad HD (QHD),128GB SSD,128GB SSD,Not Available,SSD,Not Available,2.5GHz,Intel,Core i5 7200U,Intel,HD Graphics 620
